4338,variation,1950,11991,11991
4339,variation,1950,11991-60110,11991-60110
4340,variation,1950,11991-60112,11991-60112
4341,variation,1950,11991-60122,11991-60122
4342,variation,1950,11991-60212,11991-60212
4343,variation,1950,11991-60213,11991-60213
4344,variation,1950,11991-60222,11991-60222
4345,variation,1950,11991-60223,11991-60223
4346,variation,1950,11992,11992
4347,variation,1950,11992-60110,11992-60110
4348,variation,1950,11992-60112,11992-60112
4349,variation,1950,11992-60122,11992-60122
4350,variation,1950,11992-60212,11992-60212
4351,variation,1950,11992-60213,11992-60213
4352,variation,1950,11992-60222,11992-60222
4353,variation,1950,11992-60223,11992-60223
4354,variation,1950,11993,11993
4355,variation,1950,11993-60110,11993-60110
4356,variation,1950,11993-60112,11993-60112
4357,variation,1950,11993-60122,11993-60122
4358,variation,1950,11993-60212,11993-60212
4359,variation,1950,11993-60213,11993-60213
4360,variation,1950,11993-60222,11993-60222
4361,variation,1950,11993-60223,11993-60223
4362,variation,1950,11994,11994
4363,variation,1950,11994-60110,11994-60110
4364,variation,1950,11994-60112,11994-60112
4365,variation,1950,11994-60122,11994-60122
4366,variation,1950,11994-60212,11994-60212
4367,variation,1950,11994-60213,11994-60213
4368,variation,1950,11994-60222,11994-60222
4369,variation,1950,11994-60223,11994-60223
4370,variation,1950,11995,11995
4371,variation,1950,11995-60110,11995-60110
4372,variation,1950,11995-60112,11995-60112
4373,variation,1950,11995-60122,11995-60122
4374,variation,1950,11995-60212,11995-60212
4375,variation,1950,11995-60213,11995-60213
4376,variation,1950,11995-60222,11995-60222
4377,variation,1950,11995-60223,11995-60223
4378,variation,1950,11997,11997
4379,variation,1950,11997-60110,11997-60110
4380,variation,1950,11997-60112,11997-60112
4381,variation,1950,11997-60122,11997-60122
4382,variation,1950,11997-60212,11997-60212
4383,variation,1950,11997-60213,11997-60213
4384,variation,1950,11997-60222,11997-60222
4385,variation,1950,11997-60223,11997-60223
4386,variation,1950,11998,11998
4387,variation,1950,11998-60110,11998-60110
4388,variation,1950,11998-60112,11998-60112
4389,variation,1950,11998-60122,11998-60122
4390,variation,1950,11998-60212,11998-60212
4391,variation,1950,11998-60213,11998-60213
4392,variation,1950,11998-60222,11998-60222
4393,variation,1950,11998-60223,11998-60223
4394,variation,1950,11988,11988
